location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude
663497,Nicosia,o3,78.0,µg/m³,2024-01-08 10:00:00+00:00,2024-01-08 12:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,78.0,µg/m³,2024-01-08 11:00:00+00:00,2024-01-08 13:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,78.0,µg/m³,2024-01-08 12:00:00+00:00,2024-01-08 14:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,80.0,µg/m³,2024-01-08 13:00:00+00:00,2024-01-08 15:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,80.0,µg/m³,2024-01-08 14:00:00+00:00,2024-01-08 16:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,79.0,µg/m³,2024-01-08 15:00:00+00:00,2024-01-08 17:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,79.0,µg/m³,2024-01-08 16:00:00+00:00,2024-01-08 18:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,81.0,µg/m³,2024-01-08 17:00:00+00:00,2024-01-08 19:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,75.0,µg/m³,2024-01-08 18:00:00+00:00,2024-01-08 20:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,64.0,µg/m³,2024-01-08 19:00:00+00:00,2024-01-08 21:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,69.0,µg/m³,2024-01-08 20:00:00+00:00,2024-01-08 22:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,70.0,µg/m³,2024-01-08 21:00:00+00:00,2024-01-08 23:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,71.0,µg/m³,2024-01-08 22:00:00+00:00,2024-01-09 00:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,76.0,µg/m³,2024-01-08 23:00:00+00:00,2024-01-09 01:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,78.0,µg/m³,2024-01-09 00:00:00+00:00,2024-01-09 02:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,82.0,µg/m³,2024-01-09 01:00:00+00:00,2024-01-09 03:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,86.0,µg/m³,2024-01-09 02:00:00+00:00,2024-01-09 04:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,89.0,µg/m³,2024-01-09 03:00:00+00:00,2024-01-09 05:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,88.0,µg/m³,2024-01-09 04:00:00+00:00,2024-01-09 06:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,90.0,µg/m³,2024-01-09 05:00:00+00:00,2024-01-09 07:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,93.0,µg/m³,2024-01-09 06:00:00+00:00,2024-01-09 08:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
663497,Nicosia,o3,91.0,µg/m³,2024-01-09 07:00:00+00:00,2024-01-09 09:00:00+02:00,Asia/Nicosia,35.0380556,33.0577778
